1135: "Урановая руда"
1136: "Урановое оксидное топливо"
1137: "Урановое топливо"
1138: "Урановый концентрат"
1139: "Урановый рудник"
1140: "Уровни безопасности АЭС"
1141: "Условия безопасной эксплуатации"
1142: "Усовершенствованный газоохлаждаемый реактор"
1143: "Утечка"
1144: "ФГУДП"
1145: "ФГУП"
1146: "Физическая защита объекта ядерного топливного цикла"
1147: "Физический барьер"
1148: "Физический пуск"
1149: "Фильтр"
1150: "Фильтрация ионообменная"
1151: "Фильтрование"
[1152 … 1232]
1152: "Фингал-процесс"
1153: "Фиссиум"
1154: "ФКЖК"
1155: "Формовка"
1156: "Формы"
1157: "Фрагментация твердых отходов"
1158: "ФРАМАТОМ"
1159: "ФСТ"
1160: "Хвостовик ТВС"
1161: "Хвосты"
1162: "Хемосорбция"
1163: "Химическое обогащение урановой руды"
1164: "Холодное состояние реактора"
1165: "Хранение радиоактивных отходов"
1166: "Хранение радиоактивных отходов (Radioactive waste storage)"
1167: "Хранилище"
1168: "Хроническое облучение"
1169: "ЦВД"
1170: "Цементирование радиоактивных отходов"
1171: "Центрифуга"
1172: "Центрифугирование"
1173: "Цепная реакция деления"
1174: "Цепная ядерная реакция"
1175: "Цепочка распадов"
1176: "Циркалой"
1177: "Цирконий"
1178: "Циркуляция"
1179: "ЦНД"
1180: "ЦСД"
1181: "ЦФР"
1182: "Час, обратный"
1183: "Частица"
1184: "Частицы"
1185: "Частота"
1186: "Чернь, урановая"
1187: "Чехол"
1188: "Шаг решётки реактора"
1189: "Шайба ТВС"
1190: "Шахта"
1191: "Шибер"
1192: "Шир"
1193: "Шкала событий на АЭС"
1194: "Шлаки"
1195: "Щит"
1196: "Щиток-экран"
1197: "ЭГП"
1198: "ЭДФ"
1199: "Эжекторная установка"
1200: "Эквивалентная доза излучения"
1201: "Экспериментальный реактор"
1202: "Эксплуатационные пределы"
1203: "Эксплуатация"
1204: "Эксплуатирующая организация"
1205: "Экспозиционная доза"
1206: "Электрон"
1207: "Элементарные частицы"
1208: "Энергетический пуск"
1209: "Эффекты излучения детерминированные"
1210: "Эффекты излучения стохастические"
1211: "Юстировка"
1212: "Явление"
1213: "Явления"
1214: "Ядерная авария"
1215: "Ядерная безопасность"
1216: "Ядерная реакция"
1217: "Ядерная установка"
1218: "Ядерная энергетика"
1219: "Ядерная энергия"
1220: "Ядерное деление"
1221: "Ядерное превращение"
1222: "Ядерное топливо"
1223: "Ядерный материал"
1224: "Ядерный реактор"
1225: "Ядерный реактор на быстрых нейтронах"
1226: "Ядерный реактор на тепловых нейтронах"
1227: "Ядерный топливный цикл"
1228: "Ядерный энергетический реактор"
1229: "Ядра"
1230: "Ядро"
1231: "Яма йодная"
1232: "ЯЭУ"
